fips,population,median_income,business_count
37051,335207,55551,5832
37053,28616,82793,692
37055,37160,79742,2000
37057,169498,58473,2860
37059,43030,69105,859
37061,49312,49376,878
37063,325101,74927,7914
37065,49067,46370,716
37067,383739,61229,8828
37069,69680,70493,1150
37071,228972,62628,4468
37073,10509,55750,120
37075,8047,46010,162
37077,61161,68079,917
37079,20407,50320,284
37081,539557,62880,14096
37083,48772,41629,930
37085,134718,64992,1836
37087,62152,56596,1451
37089,116469,65508,2947
37091,21633,46196,463
37093,52612,57141,491
37095,4636,43724,148
37097,187839,73103,5184
37099,42388,51482,1036
37101,219042,75288,3768
37103,9263,53053,133
37105,63560,60941,1390
37107,55071,43063,1179
37109,87933,75672,1909
37111,44629,53532,809
37113,37088,51042,1213
37115,21414,56664,369
37117,21992,44799,425
37119,1115403,79265,35062
37121,14989,55534,376
37123,25839,55523,502
37125,100759,77981,2386
37127,95015,56770,2085
37129,228134,67515,8184
37131,17528,45698,256
37133,203686,59976,3004
37135,145919,85785,3330
37137,12317,55867,245
37139,40454,61411,918
37141,61592,74538,1278
37143,13053,59401,183
37145,39131,60688,704
37147,171196,54915,3718
37149,19538,60465,467
37151,144403,56423,2587
37153,43149,42354,797
37155,117573,39393,1795
37157,91209,50737,1614
37159,147067,59717,2766
37161,64680,50512,1242
37163,59317,49963,1005
37165,34222,41948,612
37167,62723,60634,1388
37169,44696,57539,654
37171,71429,52743,1624
37173,14130,52818,399
37175,33131,62056,930
37177,3389,55341,67
37179,240109,95533,5373
37181,42492,48340,850
37183,1132103,96734,32026
37185,18803,42282,273
37187,11051,38927,224
37189,54540,50034,1679
37191,117480,54323,2152
37193,66125,49119,1150
37195,78667,49827,1816
37197,37280,57486,617
37199,18538,53103,342
38001,2190,57950,90
38003,10826,64447,348
38005,5960,63220,74
38007,839,74000,61
38009,6411,80113,255
38011,2975,79709,153
38013,2184,94583,75
38015,98443,82141,3121
38017,186328,73249,5804
38019,3691,61174,131
38021,5003,60250,194
38023,2195,95938,83
38025,4049,91758,187
38027,2345,50375,75
38029,3297,63750,120
38031,3388,78426,138
38033,1734,84750,72
38035,72927,64698,1896
38037,2320,57069,78
38039,2309,66688,84
38041,2477,66797,91
38043,2391,57240,77
38045,4135,70227,150
38047,1849,59750,65
38049,5326,78071,137
38051,2529,64375,116
38053,14081,83813,556
38055,9781,80556,259
38057,8366,82155,242
38059,33192,79555,886
38061,9648,81886,374
38063,3025,62219,121
38065,1832,69722,47
38067,6853,64243,250
38069,3999,59583,162
38071,11613,61490,430
38073,5663,71462,206
38075,2282,77067,105
38077,16548,67089,521
38079,12292,53806,201
38081,3828,75648,112
38083,1338,68684,40
38085,3896,41201,30
38087,837,70625,16
38089,32989,78734,1183
38091,1774,85750,60
38093,21609,59167,633
38095,2152,61250,83
38097,8004,81157,286
38099,10553,68082,368
38101,69532,78143,1980
38103,3990,59732,169
38105,39076,86139,1577
39001,27509,46234,396
39003,102087,58976,2284
39005,52522,62254,1036
39007,97666,53663,1819
39009,61276,48750,1033
39011,46263,75231,987
39013,66554,56943,1353
39015,43715,66677,565
39017,388327,77062,7386
39019,26761,59872,459
39021,38715,70486,567
39023,135877,58954,2186
39025,208851,79573,3663
39027,42077,64210,695
39029,101723,55473,1919
39031,36629,52048,612
39033,41861,52486,771
39035,1256620,60074,31738
39037,51751,60237,1138
39039,38300,69302,816
39041,216074,123995,5043
39043,75299,65171,1783
39045,159371,82969,2737
39047,28901,56773,562
39049,1318149,71070,30187
39051,42602,71453,934
39053,29276,55533,557
39055,95455,97162,2761
39057,167567,81243,3272
39059,38409,53901,812
39061,827671,68249,20857
39063,75072,67006,1672
39065,30622,55876,420
39067,14528,54056,258
39069,27601,71616,572
39071,43285,60522,695
39073,28104,59007,492
39075,44273,72987,1352
39077,58518,64144,1082
39079,32563,56549,597
39081,65280,53124,1163
39083,62657,71246,1093
39085,232236,76835,5513
39087,57994,51846,797
39089,178844,78505,3146
39091,46098,69125,827
39093,313101,67272,5574
39095,430014,57265,9394
39097,43961,77062,711
39099,227979,54279,5268
39101,65366,55106,1070
39103,182347,89968,4033
39105,22242,46255,318
39107,42321,73278,1034
39109,108818,71440,2108
39111,13401,55381,259
39113,536121,61942,10993
39115,13851,51056,162
39117,35049,70412,438
39119,86393,56810,1665
39121,14216,51547,218
39123,40367,69515,1023
39125,18827,65331,307
39127,35451,62899,450
39129,58809,67600,813
39131,27151,50832,406
39133,161217,69796,3047
39135,40929,66355,661
39137,34400,79453,730
39139,125008,56557,2599
39141,76957,58048,1233
39143,58885,60814,1276
39145,73716,46360,1226
39147,55062,62476,1014
39149,48145,73502,974
39151,374199,63130,8029
39153,539361,68360,13393
39155,201749,53537,3788
39157,92840,61953,2080
39159,63411,104496,1119
39161,28833,64841,527
39163,12790,50967,148
39165,243189,103128,4547
39167,59639,59053,1338
39169,116680,70320,2519
39171,36973,60632,782
39173,131564,70537,2759
39175,21818,68552,493
40001,19726,44955,236
40003,5683,75028,118
40005,14117,49181,260
40007,5071,62981,141
40009,22295,51499,728
40011,8661,56843,235
40013,46528,54289,875
40015,26910,52443,443
40017,156681,82364,2904
40019,48202,56390,1572
40021,47412,52410,768
40023,14285,43252,294
40025,2272,57100,66
40027,295060,71757,6009
40029,5287,47117,77
40031,121777,57150,2126
40033,5537,60208,82
40035,14144,48018,358
40037,72076,61657,1374
40039,28391,58669,915
40041,40791,53290,779
40043,4504,61310,168
40045,3755,57768,114
40047,62456,64165,1552
40049,25806,53600,716
40051,55314,74349,1132
40053,4152,58980,119
40055,5531,55204,70
40057,2499,55729,49
40059,3272,59934,87
40061,11651,46239,210
40063,13409,44799,196
40065,24776,60954,517
40067,5420,48346,105
40069,10410,48476,172
40071,43859,53746,1045
40073,15290,65167,488
40075,8446,42679,171
40077,9537,42735,154
40079,48525,46750,795
40081,33734,57656,576
40083,49919,80565,858
40085,10158,60758,162
40087,42393,80150,932
40089,31003,47046,627
40091,19159,43467,341
40093,7678,67621,246
40095,15494,53734,311
40097,39324,56552,806
40099,13837,60213,281
40101,66606,50289,1346
40103,10981,66813,201
40105,9460,50960,150
40107,11349,45429,168
40109,795822,62505,24455
40111,36900,50819,637
40113,46004,58189,619
40115,30472,46186,565
40117,15682,56279,252
40119,82058,46658,1838
40121,43758,53054,904
40123,38116,59457,947
40125,72734,58270,1258
40127,10845,42274,188
40129,3423,57574,76
40131,95870,75312,1856
40133,23592,43239,429
40135,39538,47494,586
40137,43140,57065,1065
40139,21144,55682,471
40141,7013,46306,120
40143,668923,65229,19268
40145,82269,75082,1024
40147,52579,59426,1139
40149,10930,60600,216
40151,8661,50724,264
40153,20411,61207,761
41001,16685,51657,524
41003,95615,72882,2162
41005,420925,95740,12364
41007,41190,68025,1558
41009,52865,83265,1008
41011,64908,57563,1609
41013,24987,74969,612
41015,23404,64300,712
41017,199352,82042,8205
41019,111322,56440,2631
41021,1983,58409,69
41023,7237,56045,220
41025,7496,45462,210
41027,23965,80254,1026
41029,222604,67690,6541
41031,24659,69345,427
41033,87994,56068,2102
41035,69506,57219,1548
41037,8201,54663,182
41039,382218,65157,10057
41041,50334,57794,1579
41043,128598,69523,2752
41045,31538,48371,700
41047,345815,70926,8851
41049,12140,64975,200
41051,808098,83668,27654
41053,87600,77353,1561
41055,1900,57171,63
41057,27345,63098,742
41059,79904,70322,1571
41061,26286,61946,755
41063,7439,62238,364
41065,26639,61316,704
41067,599541,100121,16077
41069,1407,50774,28
41071,107674,80125,2656
42001,104604,78975,1920
42003,1245310,72537,33552
42005,65538,61011,1261
42007,167629,67194,3311
42009,47613,58337,1040
42011,428483,74617,8378
42013,122640,59386,3151
42015,60159,60650,1306
42017,645163,107826,19656
42019,194562,82932,4962
42021,133263,54221,2978
42023,4536,46186,115
42025,65018,64538,1162
42027,158665,70087,3294
42029,536474,118574,14927
42031,37489,58690,931
42033,79707,56982,1891
42035,37860,59011,789
42037,64924,59457,1399
42039,83876,58734,1913
42041,261269,82849,6334
42043,286108,71046,6973
42045,575312,86390,13190
42047,30886,61672,902
42049,270495,59396,6096
42051,128417,55579,2507
42053,6959,46188,99
42055,156084,71808,3107
42057,14545,63153,250
42059,35781,66283,683
42061,44123,61300,827
42063,83394,57170,1775
42065,44326,56607,1081
42067,23535,61915,497
42069,215672,63739,5156
42071,553202,81458,13514
42073,85907,57585,1875
42075,143258,72532,2733
42077,374110,74973,8682
42079,325396,60836,7095
42081,114022,63437,2701
42083,40459,57861,932
42085,110600,57353,2633
42087,46146,58012,988
42089,168128,80656,3473
42091,856399,107441,26581
42093,18165,72626,446
42095,314299,82201,6455
42097,91340,55952,1618
42099,45941,76103,784
42101,1593208,57537,30007
42103,58996,76416,978
42105,16390,56491,362
42107,143201,63574,2675
42109,39797,65914,879
42111,73802,57357,1595
42113,5880,62910,158
42115,38540,63968,809
42117,41186,59707,864
42119,42908,64914,934
42121,50475,59278,1153
42123,38492,57925,849
42125,209631,74403,5205
42127,51227,59240,1303
42129,354414,69454,8356
42131,26219,67968,648
42133,457051,79183,8648
44001,50658,105875,1309
44003,170168,85732,4678
44005,85442,96319,2784
44007,657984,72579,16116
44009,129998,99510,3724
45001,24368,49759,334
45003,169865,63212,2951
45005,8073,37096,115
45007,204592,62347,3980
45009,13311,43920,245
45011,20653,42470,327
45013,189071,81260,5814
45015,231419,77874,3810
45017,14145,55550,246
45019,409840,78795,14841
45021,56200,47011,922
45023,32171,50022,545
45025,43536,46326,685
45027,31163,48677,488
45029,38561,46795,752
45031,63025,44317,1082
45033,28255,42454,464
45035,162139,73686,2676
45037,26181,60033,334
45039,20942,44521,338
45041,137015,56088,3192
45043,63594,59782,1899
45045,528251,71328,14645
45047,69309,47553,1338
45049,18890,40157,301
45051,356578,59880,9911
45053,29444,60452,759
45055,65779,61343,1147
45057,97611,72186,1627
45059,67456,52077,939
45061,16557,39099,202
45063,295934,71280,7139
45065,9612,55569,100
45067,29212,35972,487
45069,26585,34275,308
45071,37918,56706,771
45073,78775,56710,1646
45075,84159,41020,1599
45077,131106,57628,2127
45079,416161,59850,9352
45081,18952,51041,241
45083,330119,61955,6937
45085,105199,53970,1792
45087,27158,42305,399
45089,30879,40848,475
45091,282987,80158,5774
46003,2590,71490,75
46005,19089,63813,568
46007,3391,44821,61
46009,7018,57554,168
46011,34631,64438,937
46013,38278,70379,1256
46015,5247,64821,215
46017,1859,42917,10
46019,10369,58106,335
46021,1534,66932,53
46023,9302,60729,288
46025,3837,59340,126
46027,14953,55963,304
46029,28402,65747,1167
46031,3906,48125,38
46033,8515,75943,310
46035,19966,55606,707
46037,5485,57558,205
46039,4298,76997,137
46041,5275,55077,83
46043,2823,75048,100
46045,4014,76806,122
46047,7079,54886,206
46049,2140,56734,65
46051,7533,70851,290
46053,3983,48272,178
46055,1755,53109,81
46057,6196,76995,191
46059,3075,72857,128
46061,3443,86827,76
46063,1176,71484,45
46065,17812,83750,650
46067,7401,69139,229
46069,1319,69712,42
46071,2838,26078,51
46073,1836,66607,74
46075,1006,61250,52
46077,5172,65964,167
46079,11207,74884,355
46081,26047,62977,1154
46083,65801,92317,1908
46085,3719,60284,75
46087,5714,74873,185
46089,2251,58529,60
46091,4363,74018,143
46093,29970,70256,745
46095,1989,41397,18
46097,2312,62037,78
46099,197742,73110,6026
46101,6346,71469,165
46102,13695,32279,82
46103,110386,67823,3950
46105,2970,64410,125
46107,2587,71786,103
46109,10242,59022,229
46111,2373,65806,61
46115,6355,65795,186
46117,2979,82298,117
46119,1318,66875,71
46121,9353,33792,54
46123,5607,56758,195
46125,8687,72312,253
46127,16700,82036,538
46129,5317,57697,214
46135,23311,68847,717
46137,2455,46023,41
47001,77337,60633,1573
47003,50533,59955,846
47005,15933,47737,288
47007,14816,51783,112
47009,135951,70935,2428
47011,108859,60692,2011
47013,39397,48258,565
47015,14481,57651,206
47017,28381,49700,426
47019,56315,47994,737
47021,41184,77014,651
47023,17392,57471,257
47025,32092,42406,451
47027,7592,39572,105
47029,36186,45110,451
47031,58080,57424,1268
47033,13955,59136,241
47035,61552,56002,1115
47037,709786,71863,21052
47039,11483,48466,214
47041,20209,46907,308
47043,54563,68492,1047
47045,36818,53150,783
47047,42228,81074,697
47049,18642,47884,275
47051,42980,57933,717
47053,50455,55455,909
47055,30317,56877,533
47057,23648,47098,245
47059,70399,51975,1200
47061,13550,47948,161
47063,64531,49656,1311
47065,367193,69069,9543
47067,6726,31809,57
47069,25519,43566,339
47071,26824,46902,510
47073,57107,53647,601
47075,17806,44890,293
47077,27845,51576,493
47079,32305,48025,682
47081,24996,54669,289
47083,8253,51544,100
47085,19032,54185,342
47087,11730,42357,118
47089,55017,60393,741
47091,17982,47571,241
47093,481406,68580,12035
47095,6898,32064,62
47097,25171,46702,284
47099,44377,51038,757
47101,12637,44613,220
47103,35365,61374,579
47105,55507,75008,974
47107,53532,57982,929
47109,25895,46920,423
47111,25365,51215,317
47113,98644,55280,2547
47115,28852,58139,435
47117,34567,65325,532
47119,102002,71500,1955
47121,12839,59434,102
47123,46489,52123,727
47125,222305,67890,3220
47127,6558,69250,81
47129,21124,51971,154
47131,30670,50638,630
47133,22576,46580,339
47135,8432,55978,111
47137,5042,44317,79
47139,17620,53775,229
47141,80157,54371,1873
47143,33031,55568,491
47145,53777,66460,739
47147,73297,74440,1273
47149,343727,78291,5833
47151,21917,39744,321
47153,16065,53038,189
47155,98455,60103,2981
47157,926440,59621,19909
47159,20034,57677,291
47161,13724,57257,165
47163,158722,54357,3338
47165,196845,81883,3556
47167,61116,70674,723
47169,11596,62018,112
47171,17845,49855,236
47173,19860,57094,218
47175,6182,44730,47
47177,41163,52948,741
47179,133282,58507,2966
47181,16325,49360,217
47183,32946,47769,554
47185,27420,48220,407
47187,248897,125943,8041
47189,149096,89462,3051
48001,58077,57445,865
48003,18362,86458,425
48005,86608,57055,1886
48007,24048,58168,537
48009,8649,69954,225
48011,1912,70417,45
48013,49403,67442,811
48015,30406,73556,677
48017,6902,69830,139
48019,21182,70965,404
48021,98435,80151,1551
48023,3475,52716,103
48025,30977,50283,457
48027,372821,62858,5596
48029,2014059,67275,38060
48031,11608,79717,380
48033,686,80625,8
48035,18404,63868,300
48037,92747,56628,2231
48039,374600,91972,6224
48041,234548,57562,4690
48043,9454,47747,284
48045,1290,35446,35
48047,7059,30566,104
48049,38159,53792,849
48051,17958,71745,336
48053,49684,71482,1430
48055,46141,66779,675
48057,20127,62267,454
48059,13869,63906,240
48061,421854,47435,6569
48063,12543,53968,221
48065,5801,83199,131
48067,28637,54303,518
48069,7381,59886,159
48071,47037,106103,737
48073,50824,56971,787
48075,6781,56063,169
48077,10290,75227,150
48079,2529,41597,37
48081,3305,40230,56
48083,7808,51034,188
48085,1079153,113255,28370
48087,2865,52045,69
48089,20582,63352,551
48091,165201,93744,4440
48093,13651,57383,269
48095,3235,55750,45
48097,41860,66374,942
48099,82927,63281,776
48101,1647,47625,24
48103,4636,71364,88
48105,2949,64103,117
48107,5157,50268,86
48109,2181,35924,57
48111,7165,71969,211
48113,2604053,70732,69959
48115,12342,45268,272
48117,18585,51942,351
48119,5278,68491,57
48121,914870,104180,17919
48123,19826,61100,443
48125,1570,46638,36
48127,8672,27374,215
48129,3298,51711,73
48131,9960,50697,140
48133,17812,52902,471
48135,162300,70566,3782
48137,1380,40809,42
48139,195509,93248,3563
48141,863832,55417,15498
48143,42788,59654,1040
48145,17013,45172,229
48147,36052,65835,524
48149,24564,72881,763
48151,3680,60461,65
48153,5386,49321,133
48155,1075,41944,26
48157,832607,109987,16335
48159,10445,67915,172
48161,19599,55902,341
48163,18151,56042,312
48165,21523,73299,485
48167,350801,83913,6275
48169,5735,56215,123
48171,26953,70162,1124
48173,1068,112188,37
48175,7092,58125,128
48177,19736,64255,406
48179,21272,54563,507
48181,137008,66608,2715
48183,124245,63811,4043
48185,29442,63484,474
48187,173828,88111,2481
48189,32525,50721,642
48191,2847,43873,64
48193,8244,54890,234
48195,5270,62350,147
48197,3541,60455,84
48199,56576,70164,830
48201,4726177,70789,108434
48203,69098,63427,1333
48205,5369,78065,114
48207,5408,52786,134
48209,245351,79990,5124
48211,3371,67798,126
48213,82627,59778,1394
48215,873167,49371,12613
48217,36138,60669,645
48219,21495,53283,470
48221,62459,80013,1450
48223,37008,63766,783
48225,22107,51043,353
48227,34488,67243,733
48229,3329,35163,35
48231,101596,66885,1672
48233,20595,62211,413
48235,1561,54708,57
48237,8588,58861,204
48239,15010,67176,340
48241,33032,48818,634
48243,1992,38125,61
48245,254942,57294,5694
48247,4830,42292,76
48249,39060,46626,766
48251,182690,77058,3177
48253,19758,59361,254
48255,14805,57798,332
48257,149773,84075,2371
48259,45376,104196,1567
48261,116,45455,17
48263,635,68553,12
48265,52810,66713,1511
48267,4316,62386,144
48271,3157,52386,36
48273,30860,52487,533
48275,3333,48750,91
48277,50149,58246,1223
48279,13024,54519,227
48281,21829,73269,432
48283,6965,62798,146
48285,20379,58530,466
48287,17543,66448,420
48289,15928,57363,356
48291,93523,59605,1149
48293,22222,53102,393
48295,3038,71625,67
48297,11374,55949,266
48299,21637,64241,514
48303,311509,61911,7678
48305,5619,52996,75
48307,7638,53214,201
48309,261090,59781,5559
48311,670,60313,40
48313,13556,65768,259
48315,9668,48040,156
48317,5228,70217,118
48319,3959,77583,146
48321,36251,56412,721
48323,57806,48497,834
48325,51432,73060,797
48327,1964,40945,46
48329,169393,90123,5761
48331,25080,56985,421
48333,4501,59315,115
48335,8947,49869,131
48337,20197,63336,441
48339,629989,95946,13580
48341,21284,59041,446
48343,11993,51532,199
48345,1223,66528,20
48347,64768,51153,1290
48349,52834,56261,938
48351,12333,38871,129
48353,14657,47437,338
48355,353245,64027,8005
48357,9924,62240,361
48359,2171,71103,42
48361,84761,71910,1321
48363,28569,65242,610
48365,22540,58205,458
48367,151188,95721,3209
48369,9809,65575,199
48371,15114,59325,341
48373,50536,57315,829
48375,117905,47974,3498
48377,6168,29012,140
48379,12257,60291,200
48381,141489,78038,2753
48383,3308,70319,119
48385,2830,46842,90
48387,11627,44583,182
48389,14022,57487,375
48391,6718,54304,135
48393,764,62667,19
48395,16912,59410,269
48397,110631,121303,2765
48399,9858,55424,223
48401,52755,61661,789
48403,9980,47061,194
48405,7920,45888,131
48407,27666,54839,212
48409,68942,63842,1093
48411,5779,54087,155
48413,2474,53774,46
48415,16883,58932,389
48417,3134,60924,116
48419,24157,49231,530
48421,2414,66169,55
48423,234667,69053,6073
48425,9337,87899,227
48427,65716,35979,570
48429,9260,44712,243
48431,1392,63558,50
48433,1331,66591,45
48435,3345,56778,116
48437,6989,40290,122
48439,2113854,78872,45993
48441,143029,61806,3594
48443,862,52813,10
48445,11816,42694,217
48447,1439,55221,48
48449,31301,57634,680
48451,119276,67215,2865
48453,1289054,92731,39991
48455,13735,51165,186
48457,19962,50898,258
